prompt,prefix,suffix,title,done
"A highly detailed shot of a beautiful woman tenderly holding an envelope against her heart with a loving expression. The action is affectionate emotion, focusing on the gentle touch. Text: Ç®îNã ÇÕà§.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.284 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman making a generous, open gesture with her hands, giving total freedom. The action is permissive giving, focusing on the wide smile. Text: égÇ¢ìπÇÕé©óR.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.285 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman bowing elegantly and sincerely, hands together in thanks. The action is deep gratitude, focusing on the respectful posture. Text: Ç†ÇËÇ™Ç∆Ç§.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.286 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman sitting serenely in a traditional room with New Year decorations (kadomatsu, mochi). The action is peaceful reflection, focusing on the calm scene. Text: Ç®ê≥åéÇæÇÀ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.287 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a cool, beautiful woman in a stylish kimono, giving a sophisticated, knowing look as she hands out cash. The action is mature confidence, focusing on the subtle smirk. Text: Ç±ÇÍÇ™Ç®éoÇ≥ÇÒ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.288 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman looking playfully jealous as others receive envelopes, hand outstretched hopefully. The action is humorous envy, focusing on the pouty expression. Text: éÑÇÃï™ÇÕÅH.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.289 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a group of beautiful women in kimonos huddled together, discussing the appropriate amount to give. The action is serious consultation, focusing on the lowered voices. Text: Ç®îNã âÔãc.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.290 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman with a mischievous smile, trying to sneakily steal an envelope from a table. The action is playful theft, focusing on the furtive movement. Text: Ç®îNã ìDñ_.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.291 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman handing her received envelope to an older female relative for safe-keeping. The action is trusting handover, focusing on the responsible exchange. Text: É}É}Ç…óaÇØÇÈ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.292 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman carefully sealing the envelope inside a safe or vault. The action is careful preservation, focusing on the secure lock. Text: ëSäzíôã‡.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.293 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman shrugging with empty hands and a regretful, yet fun-loving, smile. The action is unapologetic spending, focusing on the lightheartedness. Text: égÇ¢êÿÇ¡ÇΩ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.294 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman holding an envelope while looking at a world map with excitement. The action is adventurous planning, focusing on the globe. Text: Ç®îNã Ç≈ó∑çs.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.295 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman looking dramatically cursed or burdened by the weight of too many coins. The action is exaggerated pressure, focusing on the heavy load. Text: Ç®îNã ÇÃéÙÇ¢.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.296 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman proudly displaying a stack of crisp yen bills over a modern payment app. The action is traditional preference, focusing on the crisp bills. Text: åªã‡éÂã`.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.297 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman handing over a smaller envelope specifically for buying New Year's mochi. The action is specific budgeting, focusing on the mochi package. Text: Ç®ñ›ë„.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.298 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman counting her remaining envelopes with a slight look of disappointment that the giving is ending. The action is wish for more giving, focusing on the remaining envelopes. Text: Ç‹ÇæîzÇËë´ÇËÇ»Ç¢.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.299 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman applying expensive face cream or makeup, envelope visible on the vanity. The action is self-investment, focusing on the luxurious products. Text: Ç®îNã Ç≈î¸óe.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.300 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman looking up with joy as small envelopes rain down around her like confetti. The action is magical abundance, focusing on the falling envelopes. Text: Ç®îNã Ç™ç~ÇÈ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.301 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman holding the envelope while gazing at a large goal board or project plan. The action is focused achievement, focusing on the determined eyes. Text: ñ≤ÇäêÇ¶ÇÈ.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.302 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman meticulously documenting the money received and given in a neat ledger. The action is careful organization, focusing on the neat handwriting. Text: Ç®îNã ÇÃä«óù.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.303 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman making an exaggerated plea for cash, looking very cute and slightly demanding. The action is playful solicitation, focusing on the charming pout. Text: éÑÇ‡ó~ÇµÇ¢.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.304 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman raising a small cup of sake or sparkling cider in a celebratory toast, money nearby. The action is festive celebration, focusing on the raised glass. Text: Ç®îNã Ç≈ä£ît.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.305 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
"A highly detailed shot of a beautiful woman handing over the very last envelope with a dramatic, final expression. The action is conclusive giving, focusing on the gravity of the moment. Text: Ç±ÇÍÇ™ç≈å„.","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.306 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",Ç®îNã ,1
