prompt,prefix,suffix,title,done
"A Japanese housewife in an apron shivering violently while scrubbing a frozen floor with a stiff rag, text: あけましておめでとう place the quote in bold text with a thick black outline, centered. icy living room","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.732 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始50選,
"A Japanese housewife in an apron waving a trembling hand while holding a frozen leek, teeth chattering, text: 今年もよろしく place the quote in bold text with a thick black outline, centered. snowy kitchen window","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.733 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始51選,
"A Japanese housewife in an apron trying to write on a grocery list with blue, frozen fingers, text: 謹賀新年 place the quote in bold text with a thick black outline, centered. cold dining room","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.734 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始52選,
"A Japanese housewife in an apron jumping to stay warm while waiting for the kettle to boil, breath fogging, text: ことよろ place the quote in bold text with a thick black outline, centered. frosty kitchen","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.735 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始53選,
"A Japanese housewife in an apron giving a sharp, vibrating nod while holding a frozen mop, text: 了解 place the quote in bold text with a thick black outline, centered. cold hallway","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.736 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始54選,
"A Japanese housewife in an apron peeking from behind a frozen curtain, her nose bright red and dripping, text: はーい place the quote in bold text with a thick black outline, centered. icy window light","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.737 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始55選,
"A Japanese housewife in an apron making a large O with her arms while shivering so hard she blurs, text: OKです place the quote in bold text with a thick black outline, centered. bright snowy room","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.738 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始56選,
"A Japanese housewife in an apron clapping her red, numb hands together while looking at a clean room, text: いいですね place the quote in bold text with a thick black outline, centered. tidy but cold room","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.739 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始57選,
"A Japanese housewife in an apron bowing deeply until her head touches the cold tatami, shivering, text: よろしくお願いします place the quote in bold text with a thick black outline, centered. entrance hall","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.740 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始58選,
"A Japanese housewife in an apron rubbing her arms frantically while looking at a frozen laundry line, text: おはよう place the quote in bold text with a thick black outline, centered. frosty sunrise veranda","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.741 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始59選,
"A Japanese housewife in an apron holding a hot water bottle to her cheek with a blissful, frozen smile, text: こんにちは place the quote in bold text with a thick black outline, centered. snowy garden view","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.742 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始60選,
"A Japanese housewife in an apron standing under a dim kitchen light, shivering while holding a frozen sponge, text: こんばんは place the quote in bold text with a thick black outline, centered. dark kitchen","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.743 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始61選,
"A Japanese housewife in an apron with her face turning blue, exhaling a sigh that turns into a cloud of ice, text: 寒いですね place the quote in bold text with a thick black outline, centered. extreme cold house","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.744 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始62選,
"A Japanese housewife in an apron handing over a steaming bowl of soup with hands that won't stop shaking, text: お疲れ様 place the quote in bold text with a thick black outline, centered. evening glow kitchen","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.745 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始63選,
"A Japanese housewife in an apron shaking snow off her grocery bags at the door, teeth chattering, text: ただいま place the quote in bold text with a thick black outline, centered. house entrance","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.746 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始64選,
"A Japanese housewife in an apron opening the door while a blast of icy wind blows her apron up, text: おかえり place the quote in bold text with a thick black outline, centered. freezing hallway","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.747 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始65選,
"A Japanese housewife in an apron holding a steaming mug with both hands, eyes closed in relief, text: 一息ついて place the quote in bold text with a thick black outline, centered. warm steam effect","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.748 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始66選,
"A Japanese housewife in an apron wrapping a thick shawl over her apron, shivering while looking at the heater, text: 暖かくしてね place the quote in bold text with a thick black outline, centered. blizzard window","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.749 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始67選,
"A Japanese housewife in an apron pulling a heavy quilt over her head in a dark, cold room, text: おやすみ place the quote in bold text with a thick black outline, centered. dark bedroom","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.750 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始68選,
"A Japanese housewife in an apron clasping her frozen hands together and crying happy, frozen tears, text: ありがとう place the quote in bold text with a thick black outline, centered. sunset kitchen light","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.751 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始69選,
"A Japanese housewife in an apron bowing towards the first sunrise, her silhouette vibrating with cold, text: 感謝 place the quote in bold text with a thick black outline, centered. hilltop sunrise","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.752 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始70選,
"A Japanese housewife in an apron pleading with her eyes while hugging a portable heater, text: お願いします place the quote in bold text with a thick black outline, centered. cold tatami floor","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.753 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始71選,
"A Japanese housewife in an apron doing a tiny, stiff jump of joy while holding a frozen spatula, text: やったー place the quote in bold text with a thick black outline, centered. blue snowy sky","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.754 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始72選,
"A Japanese housewife in an apron giving a thumbs-up while wearing three layers of sweaters over her apron, text: GOOD place the quote in bold text with a thick black outline, centered. star background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.755 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",,凍える主婦：バリエーション豊かな年末年始73選,
