prompt,prefix,suffix,title,done
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man wearing a full-body tight suit playing mahjong. Panel 1: The man is shouting excitedly with a winning hand set in a smoky underground mahjong parlor, text 'ロン'. Panel 2: The man is calmly drawing a tile set in a bright modern cafe, text 'ツモ'. Panel 3: The man is slamming a tile on the table set on a sunny rooftop, text 'ポン'. Panel 4: The man is carefully arranging his tiles set in a quiet traditional Japanese room, text 'チー'. Panel 5: The man is declaring a reach with a red stick set in a neon-lit cyber alley, text 'リーチ'. Panel 6: The man is crying after losing points set in a rainy park, text 'ハコテン'. Panel 7: The man is waiting eagerly for the final tile set in a luxurious casino, text 'テンパイ'. Panel 8: The man is shuffling tiles wildly set on a tropical beach at sunset, text '洗牌'. Panel 9: The man is holding a giant mahjong tile proudly set on a snowy mountain peak, text '役満'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man wearing a full-body tight suit. Panel 1: The man is confidently discarding a tile set in a dimly lit basement bar, text 'いける'. Panel 2: The man is sweating profusely looking at his bad hand set in a crowded train, text 'まじか'. Panel 3: The man is laughing with a mountain of point sticks set in a golden vault, text '大勝利'. Panel 4: The man is staring blankly into space after a big loss set in a desolate desert, text '終わった'. Panel 5: The man is carefully observing opponents set in a high-tech control room, text 'ガン見'. Panel 6: The man is drinking an energy drink tiredly set in an all-night diner, text '徹夜'. Panel 7: The man is polishing a mahjong tile lovingly set in an antique shop, text '宝物'. Panel 8: The man is throwing a tile in frustration set in an active volcano, text 'クソッ'. Panel 9: The man is bowing deeply to apologize for a foul set in a grand courtroom, text 'チョンボ'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man wearing a comical full-body tight suit who loves mahjong. Panel 1: The man is teaching mahjong rules set in a sunny school classroom, text '教えるよ'. Panel 2: The man is playing mahjong against a robot set in a futuristic laboratory, text '負けない'. Panel 3: The man is reading a mahjong strategy book set in a peaceful library, text '勉強中'. Panel 4: The man is organizing mahjong tiles by color set in a vibrant flower garden, text '整理'. Panel 5: The man is buying a new mahjong set set in a bustling shopping mall, text 'お買い上げ'. Panel 6: The man is meditating with a mahjong tile on his head set in a tranquil zen temple, text '精神統一'. Panel 7: The man is practicing his tile-drawing speed set in a stormy wasteland, text '修業'. Panel 8: The man is celebrating a win with friends set in a lively izakaya pub, text '乾杯'. Panel 9: The man is dreaming about winning the championship set in a cozy bedroom with starry wallpaper, text '夢の中'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man in a brightly colored full-body tight suit playing mahjong. Panel 1: The man is setting up a mahjong table set in a spooky graveyard, text '始めるぞ'. Panel 2: The man is hesitating to discard a tile set on a precarious suspension bridge, text '迷う'. Panel 3: The man is confidently showing a hidden triplet set in a secret underground base, text '暗刻'. Panel 4: The man is desperately praying for a good draw set in a grand cathedral, text '神様'. Panel 5: The man is calculating points on his fingers set in a busy stock exchange, text '点数'. Panel 6: The man is taking a break with tea set in a traditional bamboo forest, text '休憩'. Panel 7: The man is glaring at the winning player set in a dark alleyway, text 'うらやましい'. Panel 8: The man is happily organizing his discards set in a colorful candy store, text '河'. Panel 9: The man is flipping the table in anger set in a wrestling ring, text 'ちゃぶ台返し'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is an expressive middle-aged man in a full-body tight suit. Panel 1: The man is dramatically slamming down the winning tile set in a packed stadium under spotlights, text 'ツモ！'. Panel 2: The man is hiding a tile behind his back set in a dense jungle, text '秘密'. Panel 3: The man is eagerly awaiting his turn set in a long queue at a theme park, text 'まだ？'. Panel 4: The man is weeping over a terrible starting hand set on a deserted island, text '配牌最悪'. Panel 5: The man is boldly calling a tile set on a pirate ship deck, text 'ポン！'. Panel 6: The man is sleeping on a mahjong table set in an igloo, text '限界'. Panel 7: The man is wearing sunglasses to hide his eyes set in an interrogation room, text 'ポーカーフェイス'. Panel 8: The man is dancing with joy after a big win set at a music festival, text '最高'. Panel 9: The man is waving goodbye leaving the table set at a quiet airport terminal, text 'またな'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man wearing a full-body tight suit, suffering from a severe cold and shivering with a miserable expression. Panel 1: The man is wrapping himself in a thin blanket set in a drafty old wooden house, text 'さむい'. Panel 2: The man is blowing his red nose with a tissue set on a crowded city bus, text 'ズビズビ'. Panel 3: The man is holding an ice pack to his forehead set in a sterile hospital waiting room, text '熱ぽい'. Panel 4: The man is desperately hugging a heater set in a snowy cabin, text 'ガクブル'. Panel 5: The man is looking sadly at a thermometer set in a dark bathroom, text '39度'. Panel 6: The man is coughing heavily set in a busy open-plan office, text 'ゴホゴホ'. Panel 7: The man is drinking bitter medicine with a disgusted face set in a modern kitchen, text 'にがい'. Panel 8: The man is crawling weakly on the floor set in an empty gymnasium, text 'たすけて'. Panel 9: The man is collapsing into a deep sleep set in a cozy bed under a starry night sky visible through the window, text 'おやすみ'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a miserable middle-aged man in a full-body tight suit shivering from a bad cold. Panel 1: The man is trying to warm his hands with a hot drink set at an outdoor cafe in winter, text '冷える'. Panel 2: The man is dizzy and holding his head set in a neon-lit nightclub, text 'フラフラ'. Panel 3: The man is painfully swallowing a throat lozenge set in a quiet library, text 'のど痛い'. Panel 4: The man is curling up like a ball set in a frozen ice cave, text '無理'. Panel 5: The man is shedding a tear from the chills set in a rainy alley, text 'つらい'. Panel 6: The man is wearing a giant face mask set in a sunny park, text '予防'. Panel 7: The man is staring blankly at the ceiling set in a messy living room, text 'ぼーっとする'. Panel 8: The man is eating warm rice porridge weakly set in a traditional dining room, text 'おかゆ'. Panel 9: The man is groaning while tossing and turning set in a haunted-looking bedroom, text 'うなされる'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a middle-aged man in a full-body tight suit, visibly sick and shivering. Panel 1: The man is struggling to walk against a cold wind set on a steep mountain path, text 'しんどい'. Panel 2: The man is trying to stay awake during a meeting set in a corporate boardroom, text '限界'. Panel 3: The man is sadly looking at his healthy friends playing outside set near a sunny beach window, text 'うらやましい'. Panel 4: The man is shivering under a waterfall set in a deep autumn forest, text '悪寒'. Panel 5: The man is wearing multiple scarves over his tight suit set in a high-end boutique, text '厚着'. Panel 6: The man is sniffing a menthol stick set in a crowded elevator, text 'スースー'. Panel 7: The man is begging for medicine on his knees set in a futuristic pharmacy, text '薬くれ'. Panel 8: The man is exhausted after a coughing fit set in a desolate parking lot, text 'ゼェゼェ'. Panel 9: The man is melting into a puddle of sweat set in a dry desert, text '汗だく'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is a trembling middle-aged man in a full-body tight suit, suffering from a terrible flu. Panel 1: The man is hugging a giant hot water bottle set in an ancient castle hall, text 'ぬくぬく'. Panel 2: The man is helplessly dropping his phone set on a crowded train platform, text '力が出ない'. Panel 3: The man is painfully croaking out a word set in a karaoke room, text '声枯れた'. Panel 4: The man is staring at a bowl of soup with no appetite set in a Michelin-star restaurant, text '食欲ゼロ'. Panel 5: The man is frantically searching for more tissues set in a messy garage, text 'ティッシュ'. Panel 6: The man is hiding his flushed face set in a bright TV studio, text '赤い'. Panel 7: The man is aggressively bundled in a sleeping bag set on a subway train, text '完全防備'. Panel 8: The man is grimacing from muscle aches set in a professional gym, text 'ふしぶし'. Panel 9: The man is looking pale like a ghost set in an eerie graveyard, text 'ちーん'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
"A high-quality 3x3 grid layout image featuring 9 distinct square panels with diverse backgrounds. The protagonist is an ailing middle-aged man in a full-body tight suit, shaking violently from a fever. Panel 1: The man is clinging to a lamppost for support set on a foggy London street, text '倒れそう'. Panel 2: The man is sweating coldly reading an email set in a dark server room, text '冷や汗'. Panel 3: The man is desperately trying to sneeze set in a blooming flower garden, text 'ハックション'. Panel 4: The man is looking at a calendar with despair set in a busy factory, text '休みたい'. Panel 5: The man is receiving a shot from a doctor set in a brightly lit clinic, text 'チクッ'. Panel 6: The man is weakly giving a thumbs up set on a turbulent airplane flight, text '大丈夫'. Panel 7: The man is rubbing his sore eyes set in a dusty attic, text 'ショボショボ'. Panel 8: The man is clutching his stomach set in an amusement park, text '吐き気'. Panel 9: The man is finally smiling slightly as the fever breaks set on a peaceful balcony at sunrise, text '治ってきた'. All text in bold white outlined typography.","Masterpiece, best quality, professional photography, 3x3 grid comic strip layout, 9 panels. Shot on 85mm lens, f/1.8 aperture, strong creamy bokeh, shallow depth of field. Warm cinematic lighting. The protagonist is", #グリッド線、境界線、枠、実物のロゴ、実物のキャラクターは一切入れないで。長方形にはしないで。,,
